,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Current Assets,Other Current Assets,Hedging Assets Current,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Company Name,Treasury Shares Number,Current Deferred Liabilities,Current Deferred Revenue,Current Capital Lease Obligation,Current Accrued Expenses,Restricted Cash,Other Short Term Investments,Cash Financial,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Properties,Cash Equivalents,Treasury Stock,Non Current Deferred Taxes Liabilities,Dividends Payable,Buildings And Improvements,Preferred Stock,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Receivables Adjustments Allowances,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
12/31/2023,107976000,177332000,1331929000,5036018000,1880242000,3878762000,1086857000,1880242000,3307018000,2149762000,3878762000,2149762000,,2149762000,6793000,6793000,6281959000,1318446000,1419000,1419000,7038389000,4861307000,138029000,,,,,60032000,,4663246000,2934246000,1729000000,,2177082000,,372772000,,,91478000,1712832000,1179803000,0,1179803000,9188151000,5924212000,75537000,,,,,,,,269520000,23101000,246419000,5579155000,-2291528000,7870683000,335713000,3141971000,2208886000,93319000,3263939000,218553000,,2645854000,,,,,2461000,,,397071000,397071000,TSCO,Tractor Supply Company,69356000,,,372772000,533029000,,,,,,,,0,,5458855000,60032000,,2090794000,0,,0,,,,,,,,,,,,2461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,108474000,177288000,1306607000,4977334000,1843802000,3839431000,1215318000,1843802000,3249034000,2111131000,3839431000,2111131000,,2111131000,9292000,9292000,6145455000,1302268000,1418000,1418000,7093883000,4775087000,136240000,,,,,30006000,,4608841000,2880541000,1728300000,,2318796000,,368493000,,,49957000,1900346000,1445833000,33647000,1412186000,9205014000,5670900000,44978000,,,,,,,,267329000,,,5358593000,,5358593000,,5358593000,,,3534114000,278174000,,2834247000,,,,,0,,,421693000,421693000,TSCO,Tractor Supply Company,68814000,,,368493000,454513000,,,,,,,,,,5347302000,30006000,,,0,,33647000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,109058000,177241000,1107469000,4843966000,1820064000,3814652000,1339810000,1820064000,3116466000,2087152000,3814652000,2087152000,,2087152000,10216000,10216000,6002453000,1283589000,1418000,1418000,6945671000,4708207000,125674000,,,,,59157000,,4523376000,2795876000,1727500000,,2237464000,,320590000,,,66181000,1850693000,1386426000,114194000,1272232000,9032823000,5455549000,45193000,,,,,,,,267088000,,,5143268000,,5143268000,,5143268000,,,3577274000,297191000,,2660052000,,,,,,,,620031000,620031000,TSCO,Tractor Supply Company,68183000,,,320590000,464267000,,,,,,,,,,5210524000,59157000,,,0,,114194000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,109660000,177151000,1411522000,4703814000,1661284000,3516146000,1109221000,1661284000,3102214000,1914546000,3516146000,1914546000,,1914546000,9438000,9438000,5693993000,1262775000,1417000,1417000,6934269000,4584569000,120932000,,,,,76450000,,4387187000,2785587000,1601600000,,2349700000,,316627000,,,21507000,2011566000,1538824000,12284000,1526540000,8848815000,5389894000,41253000,,,,,,,,253262000,,,5095379000,,5095379000,,5095379000,,,3458921000,235510000,,3030712000,,,,,2621000,,,190078000,190078000,TSCO,Tractor Supply Company,67491000,,,316627000,472742000,,,,,,,,,,5053077000,76450000,,,0,,12284000,,,,,,,,,,,,2621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,3188965775,3188965775,,9911000000,63773000000,69252000000,21082000000,63773000000,5037000000,64378000000,67117000000,65180000000,802000000,64378000000,-399000000,-399000000,29011000000,35763000000,3000000,3000000,44046000000,14593000000,885000000,,,,,3214000000,3214000000,6746000000,4007000000,2739000000,,29453000000,566000000,3165000000,2135000000,2135000000,,21615000000,15911000000,1186000000,14725000000,1.09226E+11,58691000000,4616000000,,,6769000000,6769000000,,,,605000000,355000000,250000000,46701000000,-12852000000,59553000000,5934000000,15264000000,25212000000,9852000000,50535000000,3752000000,,16033000000,1195000000,6747000000,2507000000,5584000000,3887000000,,3887000000,26863000000,11805000000,TSLA,"Tesla, Inc.",0,3912000000,3912000000,1030000000,5704000000,,15058000000,11387000000,,,,3291000000,0,418000000,,,,,0,,,,,,,,,,,,,,,,195000000,,,,,,,,,,,,,,,,,,,,3748000000,,,,,,,,,,,
12/31/2023,3185000000,3185000000,,9573000000,62019000000,67291000000,20868000000,62019000000,4916000000,62634000000,65316000000,63609000000,975000000,62634000000,-143000000,-143000000,27882000000,34892000000,3000000,3000000,43009000000,14261000000,876000000,,,,,3251000000,3251000000,6528000000,3846000000,2682000000,,28748000000,517000000,3045000000,1975000000,1975000000,,21227000000,15635000000,1204000000,14431000000,1.06618E+11,57002000000,4531000000,,,6733000000,6733000000,,,,615000000,362000000,253000000,45123000000,-15080000000,60203000000,5804000000,7327000000,27540000000,9505000000,49616000000,3388000000,,13626000000,1171000000,5049000000,2016000000,5390000000,3508000000,,3508000000,29094000000,16398000000,TSLA,"Tesla, Inc.",0,3740000000,3740000000,1070000000,5592000000,,12696000000,15903000000,,,,3168000000,6859000000,495000000,,,,,0,,,,,,,,,,,,,,,,219000000,,,,,,0,,,,,,,,,,,,,,3606000000,,,,,,,,,,,
9/30/2023,3179000000,3179000000,,8187000000,52841000000,57170000000,18386000000,52841000000,4483000000,53466000000,55618000000,54495000000,1029000000,53466000000,-692000000,-692000000,19954000000,34201000000,3000000,3000000,39446000000,12806000000,794000000,,,,,3059000000,3059000000,5607000000,3455000000,2152000000,,26640000000,434000000,2580000000,1552000000,1552000000,,20308000000,15032000000,1095000000,13937000000,93941000000,48916000000,5497000000,,,,,,,,625000000,375000000,250000000,42794000000,-12520000000,55314000000,6341000000,11795000000,25702000000,8584000000,45026000000,2708000000,,13721000000,1108000000,4550000000,2246000000,5817000000,2520000000,,2520000000,26077000000,15932000000,TSLA,"Tesla, Inc.",0,3100000000,3100000000,1028000000,5276000000,,10145000000,14779000000,,,,2892000000,0,1153000000,,,,,0,,,,,,,,,,,,,,,,218000000,,,,,,0,,,,,,,,,,,,,,3346000000,,,,,,,,,,,
6/30/2023,3174000000,3174000000,,5811000000,50481000000,52649000000,16283000000,50481000000,4292000000,51130000000,51634000000,52182000000,1052000000,51130000000,-410000000,-410000000,18101000000,33436000000,3000000,3000000,38409000000,10817000000,802000000,,,,,3021000000,3021000000,3803000000,3299000000,504000000,,27592000000,370000000,2008000000,1015000000,1015000000,,21768000000,16517000000,1244000000,15273000000,90591000000,46721000000,5026000000,,,,,,,,649000000,386000000,263000000,41046000000,-11672000000,52718000000,5560000000,11480000000,24516000000,8435000000,43875000000,2997000000,,14356000000,993000000,5193000000,2202000000,5968000000,3447000000,,3447000000,23075000000,15296000000,TSLA,"Tesla, Inc.",,3202000000,3202000000,993000000,5251000000,,7779000000,15023000000,,,,2727000000,0,273000000,,,,,0,,,,,,,,,,,,,,,,244000000,,,,,,,,,,,,,,,,,,,,3191000000,,,,,,,,,,,
3/31/2023,3169000000,3169000000,,5574000000,47471000000,49806000000,15561000000,47471000000,3822000000,48054000000,48871000000,49235000000,1181000000,48054000000,-225000000,-225000000,15398000000,32878000000,3000000,3000000,37598000000,10162000000,748000000,,,,,2911000000,2911000000,3661000000,2844000000,817000000,,27436000000,347000000,1913000000,935000000,935000000,,22102000000,17275000000,1371000000,15904000000,86833000000,43833000000,4584000000,,,,,,,,583000000,388000000,195000000,38666000000,-10844000000,49510000000,4894000000,10923000000,22998000000,8144000000,42997000000,2741000000,,14375000000,921000000,4591000000,2458000000,6405000000,2993000000,,2993000000,22402000000,16048000000,TSLA,"Tesla, Inc.",,2807000000,2807000000,978000000,4827000000,486000000,6354000000,15115000000,,,,2551000000,0,933000000,,,,,0,,,,,,,,,,,,,,,,267000000,,,,,,,,,,,,,,,,,,,,2842000000,,,,,,,,,,,
3/31/2024,356024886,447024886,8778000000,10960000000,2226000000,29049000000,4333000000,2226000000,,18089000000,27734000000,18223000000,134000000,18089000000,-252000000,-252000000,18667000000,4556000000,45000000,45000000,19242000000,13609000000,1672000000,,,,,2292000000,,9645000000,,9645000000,,5633000000,842000000,1315000000,1315000000,,,3476000000,2461000000,217000000,2244000000,37465000000,27499000000,2043000000,,,,,,,,15863000000,5985000000,9878000000,9593000000,-10482000000,20075000000,,,11280000000,804000000,9966000000,370000000,,5056000000,,2735000000,,2321000000,2358000000,,2358000000,2182000000,2182000000,TSN,"Tyson Foods, Inc.",91000000,,,,1015000000,,,,,,,,0,,4927000000,2292000000,,7991000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,357009005,448009005,8194000000,9678000000,2219000000,27828000000,3044000000,2219000000,,18150000000,26520000000,18288000000,138000000,18150000000,-205000000,-205000000,18693000000,4526000000,45000000,45000000,18458000000,12286000000,1614000000,,,,,2302000000,,8370000000,,8370000000,,6172000000,939000000,1308000000,1308000000,,,3925000000,2823000000,200000000,2623000000,36746000000,27530000000,1927000000,,,,,,,,15931000000,6046000000,9885000000,9672000000,-10365000000,20037000000,,,10974000000,793000000,9216000000,382000000,,5087000000,,2745000000,,2342000000,2263000000,,2263000000,1484000000,1484000000,TSN,"Tyson Foods, Inc.",91000000,,,,1102000000,,,,,,,,0,,4909000000,2302000000,,8270000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,356000000,448000000,8933000000,9506000000,2157000000,27639000000,2223000000,2157000000,,18133000000,25744000000,18255000000,122000000,18133000000,-260000000,-260000000,18760000000,4560000000,45000000,45000000,17996000000,11497000000,1578000000,,,,,2308000000,,7611000000,,7611000000,,6499000000,893000000,1895000000,1895000000,,,3711000000,2750000000,156000000,2594000000,36251000000,27529000000,1919000000,,,,,,,,15976000000,6098000000,9878000000,9634000000,-10066000000,19700000000,,,10680000000,778000000,8722000000,345000000,,5328000000,,2847000000,,2481000000,2476000000,,2476000000,573000000,573000000,TSN,"Tyson Foods, Inc.",92000000,,,,961000000,,,,,,,,0,,4972000000,2308000000,,8242000000,,,,,-31000000,2507000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,355560341,447560341,8621000000,9320000000,2413000000,28099000000,3935000000,2413000000,,18779000000,27642000000,18910000000,131000000,18779000000,-229000000,-229000000,19378000000,4543000000,45000000,45000000,17851000000,12903000000,1599000000,,,,,2441000000,,8863000000,,8863000000,,4948000000,937000000,457000000,457000000,,,3554000000,2596000000,175000000,2421000000,36761000000,27878000000,1900000000,,,,,,,,16366000000,6155000000,10211000000,9612000000,-9806000000,19418000000,,,10366000000,774000000,8883000000,342000000,,5391000000,,2927000000,,2464000000,2451000000,,2451000000,699000000,699000000,TSN,"Tyson Foods, Inc.",92000000,,,,958000000,,,,,,,,0,,4958000000,2441000000,,8278000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,355610691,447610691,8387000000,8930000000,2692000000,28329000000,3546000000,2692000000,,19399000000,27264000000,19558000000,159000000,19399000000,-194000000,-194000000,19962000000,4541000000,45000000,45000000,17238000000,11892000000,1589000000,,,,,2438000000,,7865000000,,7865000000,,5346000000,874000000,1065000000,1065000000,,,3407000000,2533000000,146000000,2387000000,36796000000,27904000000,1846000000,,,,,,,,16707000000,6157000000,10550000000,9351000000,-9612000000,18963000000,,,10186000000,747000000,8892000000,412000000,,5504000000,,3024000000,,2480000000,2433000000,,2433000000,543000000,543000000,TSN,"Tyson Foods, Inc.",92000000,,,,874000000,,,,,,,,0,,4955000000,2438000000,,8030000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,226699287,251200000,4030900000,4880800000,-2560900000,11770500000,785300000,-2560900000,,6889700000,10868400000,6910800000,21100000,6889700000,-746300000,-746300000,9104200000,,251200000,251200000,12430400000,6328500000,1069700000,,602200000,602200000,,677900000,,3978700000,,3978700000,,6101900000,,902100000,902100000,7500000,432700000,4767100000,2008300000,,2008300000,19341200000,12454000000,1215100000,,,,,,,,9450600000,3390900000,6059700000,1788300000,,,,,,,6887200000,714800000,,2382700000,,1521900000,427000000,608600000,2939800000,,2939800000,849900000,849900000,TT,Trane Technologies plc,24500713,,,,2758800000,,,,,,,,,,1719400000,677900000,,,,,,,,,,,,,,,,,,,,,,,,,,894600000,,,,,,,,,,,,-174800000,,,,,,,,,,,,
12/31/2023,227173161,251673874,3684500000,4779800000,-2539900000,11775000000,816400000,-2539900000,,6995200000,10973100000,7017000000,21800000,6995200000,-670800000,-670800000,9133700000,,251700000,251700000,12374900000,6321400000,1042900000,,596900000,596900000,,703700000,,3977900000,,3977900000,,6053500000,,801900000,801900000,7500000,591700000,4659900000,2025200000,,2025200000,19391900000,12522000000,1214700000,,,,,,,,9535100000,3439800000,6095300000,1772200000,-2048700000,3820900000,,,2945800000,42300000,6869900000,665700000,,2152100000,,1332300000,385100000,605100000,2956800000,,2956800000,1095300000,1095300000,TT,Trane Technologies plc,24500713,,,,2634700000,,,,,,,,0,,1719400000,703700000,,832800000,,,,,,,,,,,,,,,,,,,,,,,,794400000,,,,,,,,,,,,-170400000,,,,,,,,,,,,
9/30/2023,227800000,252300000,3864600000,4824600000,-2375000000,11506400000,1512700000,-2375000000,,6681800000,11158100000,6700400000,18600000,6681800000,-822000000,-822000000,8970900000,,252300000,252300000,12202800000,6988600000,1191100000,,625100000,625100000,,696100000,,4476300000,,4476300000,,5214200000,2258000000,348300000,348300000,7500000,514600000,4351300000,2093300000,,2093300000,18903200000,12176300000,1435700000,,,,,,,,9056800000,3337700000,5719100000,1683800000,,,,,,,6726900000,432600000,,2191800000,,1356600000,408100000,583800000,3142500000,,3142500000,960000000,960000000,TT,Trane Technologies plc,24500000,,,,2258000000,,,,,,,,,,1719400000,696100000,,,,,,,,,,,,,,,,,,,,,,,,,,340800000,,,,,,,,,,,,-156700000,,,,,,,,,,,,
6/30/2023,228000000,252500000,4363200000,5026800000,-2877600000,11285600000,1081800000,-2877600000,,6258800000,10735400000,6277200000,18400000,6258800000,-743400000,-743400000,8445400000,23400000,252800000,252800000,12629300000,7036100000,1185500000,,680400000,680400000,,693600000,,4476600000,,4476600000,,5593200000,2442300000,550200000,550200000,9400000,423800000,4619200000,2176900000,,2176900000,18906500000,12231500000,1440400000,,,,,,,,9136400000,3388900000,5747500000,1654700000,,,,,,,6675000000,455800000,,2355800000,,1475300000,434200000,590700000,3199800000,,3199800000,663600000,663600000,TT,Trane Technologies plc,24500000,,,,2442300000,,,,200000000,,,,,,1719400000,693600000,,,,,,,,,,,,,,,,,,,,,,,,,,340800000,,,,,,,,,,,,-144400000,,,,,,,,,,,,
3/31/2023,228000000,252500000,4137200000,4830100000,-2717900000,10866200000,1243400000,-2717900000,,6036100000,10517900000,6054300000,18200000,6036100000,-699300000,-699300000,8202300000,,252500000,252500000,11843100000,7011700000,1218700000,,674900000,674900000,,636300000,,4481800000,,4481800000,,4831400000,2165600000,348300000,348300000,7500000,354900000,4128200000,1962600000,,1962600000,17897400000,11822600000,1486300000,,,,,,,,8754000000,3231400000,5522600000,1582300000,,,,,,,6074800000,432200000,,2343700000,,1467800000,424900000,587500000,2606000000,,2606000000,692900000,692900000,TT,Trane Technologies plc,24500000,,,,2165600000,,,,,,,,,,1719400000,636300000,,,,,,,,,,,,,,,,,,,,,,,,,,340800000,,,,,,,,,,,,-136500000,,,,,,,,,,,,
3/31/2024,1476410268,1476410268,29470000000,29470000000,-13837000000,45478000000,-2481000000,-13837000000,,16008000000,40458000000,17233000000,1225000000,16008000000,20000000,20000000,2443000000,1023000000,12522000000,12522000000,40375000000,30295000000,106000000,48000000,491000000,491000000,,4445000000,100000000,24450000000,,24450000000,755000000,10080000000,3000000,5020000000,5020000000,5020000000,,3783000000,1809000000,291000000,964000000,57608000000,50009000000,,316000000,397000000,272000000,38000000,973000000,142000000,887000000,29845000000,19670000000,10175000000,17177000000,-30522000000,47699000000,793000000,38689000000,1822000000,84000000,7599000000,,34000000,539000000,,,,,4044000000,688000000,3178000000,2164000000,,TU,TELUS Corporation,,1000000000,1000000000,,1974000000,,,,,535000000,535000000,2532000000,0,,,4345000000,554000000,3779000000,,,143000000,46000000,-107000000,3285000000,,,306000000,,818000000,,96000000,,178000000,,274000000,230000000,,,210000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,1467785977,1467785977,27453000000,27453000000,-13667000000,43565000000,-3165000000,-13667000000,,16112000000,39467000000,17302000000,1190000000,16112000000,-44000000,-44000000,2835000000,997000000,12324000000,12324000000,38834000000,29356000000,59000000,191000000,529000000,529000000,,4478000000,88000000,23355000000,,23355000000,744000000,9478000000,25000000,4098000000,4098000000,4098000000,0,4067000000,1816000000,270000000,996000000,56136000000,49823000000,,316000000,279000000,256000000,38000000,940000000,179000000,826000000,29779000000,19721000000,10058000000,17248000000,-30160000000,47408000000,689000000,38578000000,1842000000,83000000,6313000000,,36000000,484000000,,,,,4247000000,727000000,3315000000,864000000,,TU,TELUS Corporation,0,971000000,971000000,,2251000000,,,,,502000000,502000000,2386000000,0,,,4390000000,550000000,3830000000,,,126000000,42000000,-103000000,3418000000,,,282000000,,682000000,,50000000,,205000000,,317000000,235000000,,,232000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,1455000000,1455000000,27937000000,27937000000,-13549000000,44254000000,-3298000000,-13549000000,,16317000000,39774000000,17506000000,1189000000,16317000000,71000000,71000000,3155000000,1078000000,12013000000,12013000000,38954000000,29113000000,47000000,25000000,446000000,446000000,,4456000000,105000000,23457000000,,23457000000,682000000,9841000000,4000000,4480000000,4480000000,4480000000,0,4075000000,1758000000,264000000,965000000,56460000000,49917000000,,336000000,274000000,231000000,34000000,875000000,196000000,767000000,29866000000,19813000000,10053000000,17372000000,-29674000000,47046000000,1022000000,38004000000,1820000000,84000000,6543000000,,65000000,550000000,,,,,3949000000,658000000,3128000000,1204000000,,TU,TELUS Corporation,,937000000,937000000,,2317000000,,,,,475000000,475000000,2317000000,0,,,4351000000,529000000,3799000000,,,145000000,35000000,-93000000,3221000000,,,257000000,,775000000,,23000000,,163000000,,345000000,229000000,,,234000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,1447000000,1447000000,27182000000,27182000000,-13479000000,43589000000,-3498000000,-13479000000,,16407000000,39279000000,17579000000,1172000000,16407000000,49000000,49000000,3488000000,1046000000,11824000000,11824000000,38098000000,28672000000,66000000,76000000,485000000,485000000,,4509000000,95000000,22872000000,,22872000000,664000000,9426000000,39000000,4310000000,4310000000,4310000000,1000000,3894000000,1705000000,243000000,936000000,55677000000,49749000000,,307000000,305000000,206000000,33000000,883000000,154000000,711000000,29886000000,19871000000,10015000000,17297000000,-29218000000,46515000000,895000000,37651000000,1828000000,83000000,5928000000,,55000000,580000000,,,,,3836000000,683000000,2982000000,649000000,,TU,TELUS Corporation,,942000000,942000000,,2189000000,,,,,465000000,465000000,2273000000,0,,,4414000000,526000000,3785000000,,,120000000,26000000,-93000000,3075000000,,,220000000,,808000000,,1000000,,171000000,,240000000,214000000,,,219000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,1439705352,1439705352,27159000000,27159000000,-13487000000,43766000000,-2013000000,-13487000000,,16607000000,40662000000,17831000000,1224000000,16607000000,108000000,108000000,3811000000,1051000000,11637000000,11637000000,37956000000,29872000000,65000000,17000000,479000000,479000000,,4551000000,86000000,24055000000,,24055000000,705000000,8084000000,8000000,3104000000,3104000000,3104000000,1000000,3834000000,1631000000,258000000,867000000,55787000000,49716000000,,307000000,302000000,193000000,34000000,891000000,220000000,596000000,30094000000,20036000000,10058000000,17113000000,-28809000000,45922000000,780000000,37251000000,1827000000,83000000,6071000000,,71000000,584000000,,,,,3781000000,625000000,3021000000,877000000,,TU,TELUS Corporation,,929000000,929000000,,2203000000,,,,,462000000,462000000,2171000000,0,,,4465000000,506000000,3810000000,,,131000000,23000000,-91000000,3112000000,,,111000000,,758000000,,1000000,,135000000,,208000000,214000000,,,110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,910287673,1741287673,11706000000,14189000000,12390000000,31172000000,13895000000,12390000000,,16983000000,29823000000,16983000000,,16983000000,-203000000,-203000000,52199000000,3439000000,1741000000,1741000000,17902000000,14349000000,1343000000,,111000000,111000000,,55000000,,12840000000,,12840000000,,3553000000,,1349000000,1349000000,1349000000,399000000,1805000000,929000000,378000000,551000000,34885000000,17437000000,914000000,169000000,,821000000,821000000,498000000,,,4593000000,231000000,4362000000,10442000000,-3297000000,13739000000,,,,,17448000000,302000000,,4083000000,,1537000000,2129000000,417000000,2670000000,,1671000000,10393000000,2483000000,TXN,Texas Instruments Incorporated,831000000,,,,876000000,,7910000000,706000000,,,,,,1777000000,40193000000,55000000,,,0,,378000000,,-20000000,1691000000,,,,,,,,,999000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,909000000,1741000000,8259000000,11223000000,12312000000,28120000000,11802000000,12312000000,,16897000000,27521000000,16897000000,,16897000000,-205000000,-205000000,52283000000,3362000000,1741000000,1741000000,15451000000,12131000000,1336000000,,108000000,108000000,,63000000,,10624000000,,10624000000,,3320000000,570000000,599000000,599000000,599000000,836000000,1315000000,974000000,172000000,802000000,32348000000,17226000000,853000000,173000000,,757000000,757000000,859000000,,,4585000000,223000000,4362000000,9999000000,-3269000000,13268000000,,,7569000000,150000000,15122000000,264000000,,3999000000,,1470000000,2109000000,420000000,2284000000,,1787000000,8575000000,2964000000,TXN,Texas Instruments Incorporated,832000000,,,,341000000,,5611000000,801000000,,,,,0,2163000000,40284000000,63000000,,5549000000,0,,172000000,,-16000000,1803000000,,,,,,,,,497000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
